,model,animal,accuracy
825,top_model_weights_with_3d_2,sheep,0.765
826,top_model_weights_with_3d_2,sheep,0.7
827,top_model_weights_with_3d_2,sheep,0.695
828,top_model_weights_with_3d_2,sheep,0.74
829,top_model_weights_with_3d_2,sheep,0.78
830,top_model_weights_with_3d_2,sheep,0.735
831,top_model_weights_with_3d_2,sheep,0.82
832,top_model_weights_with_3d_2,sheep,0.77
833,top_model_weights_with_3d_2,sheep,0.72
834,top_model_weights_with_3d_2,sheep,0.775
835,top_model_weights_with_3d_2,sheep,0.735
836,top_model_weights_with_3d_2,sheep,0.755
837,top_model_weights_with_3d_2,sheep,0.69
838,top_model_weights_with_3d_2,sheep,0.815
839,top_model_weights_with_3d_2,sheep,0.78
840,top_model_weights_with_3d_2,sheep,0.72
841,top_model_weights_with_3d_2,sheep,0.745
842,top_model_weights_with_3d_2,sheep,0.805
843,top_model_weights_with_3d_2,sheep,0.74
844,top_model_weights_with_3d_2,sheep,0.76
845,top_model_weights_with_3d_2,sheep,0.745
846,top_model_weights_with_3d_2,sheep,0.735
847,top_model_weights_with_3d_2,sheep,0.76
848,top_model_weights_with_3d_2,sheep,0.715
849,top_model_weights_with_3d_2,sheep,0.755
850,top_model_weights_with_3d_2,sheep,0.76
851,top_model_weights_with_3d_2,sheep,0.765
852,top_model_weights_with_3d_2,sheep,0.715
853,top_model_weights_with_3d_2,sheep,0.75
854,top_model_weights_with_3d_2,sheep,0.74
855,top_model_weights_with_3d_2,sheep,0.775
856,top_model_weights_with_3d_2,sheep,0.8
857,top_model_weights_with_3d_2,sheep,0.765
858,top_model_weights_with_3d_2,sheep,0.72
859,top_model_weights_with_3d_2,sheep,0.755
860,top_model_weights_with_3d_2,sheep,0.74
861,top_model_weights_with_3d_2,sheep,0.725
862,top_model_weights_with_3d_2,sheep,0.735
863,top_model_weights_with_3d_2,sheep,0.76
864,top_model_weights_with_3d_2,sheep,0.755
865,top_model_weights_with_3d_2,sheep,0.765
866,top_model_weights_with_3d_2,sheep,0.755
867,top_model_weights_with_3d_2,sheep,0.765
868,top_model_weights_with_3d_2,sheep,0.745
869,top_model_weights_with_3d_2,sheep,0.735
870,top_model_weights_with_3d_2,sheep,0.775
871,top_model_weights_with_3d_2,sheep,0.745
872,top_model_weights_with_3d_2,sheep,0.68
873,top_model_weights_with_3d_2,sheep,0.73
874,top_model_weights_with_3d_2,sheep,0.71
875,top_model_weights_with_3d_2,sheep,0.78
876,top_model_weights_with_3d_2,sheep,0.765
877,top_model_weights_with_3d_2,sheep,0.775
878,top_model_weights_with_3d_2,sheep,0.77
879,top_model_weights_with_3d_2,sheep,0.795
880,top_model_weights_with_3d_2,sheep,0.77
881,top_model_weights_with_3d_2,sheep,0.79
882,top_model_weights_with_3d_2,sheep,0.74
883,top_model_weights_with_3d_2,sheep,0.73
884,top_model_weights_with_3d_2,sheep,0.75
885,top_model_weights_with_3d_2,sheep,0.74
886,top_model_weights_with_3d_2,sheep,0.785
887,top_model_weights_with_3d_2,sheep,0.73
888,top_model_weights_with_3d_2,sheep,0.745
889,top_model_weights_with_3d_2,sheep,0.765
890,top_model_weights_with_3d_2,sheep,0.785
891,top_model_weights_with_3d_2,sheep,0.73
892,top_model_weights_with_3d_2,sheep,0.735
893,top_model_weights_with_3d_2,sheep,0.79
894,top_model_weights_with_3d_2,sheep,0.78
895,top_model_weights_with_3d_2,sheep,0.755
896,top_model_weights_with_3d_2,sheep,0.79
897,top_model_weights_with_3d_2,sheep,0.765
898,top_model_weights_with_3d_2,sheep,0.725
899,top_model_weights_with_3d_2,sheep,0.745
900,top_model_weights_with_3d_2,sheep,0.75
901,top_model_weights_with_3d_2,sheep,0.755
902,top_model_weights_with_3d_2,sheep,0.77
903,top_model_weights_with_3d_2,sheep,0.745
904,top_model_weights_with_3d_2,sheep,0.76
905,top_model_weights_with_3d_2,sheep,0.735
906,top_model_weights_with_3d_2,sheep,0.76
907,top_model_weights_with_3d_2,sheep,0.775
908,top_model_weights_with_3d_2,sheep,0.755
909,top_model_weights_with_3d_2,sheep,0.77
910,top_model_weights_with_3d_2,sheep,0.74
911,top_model_weights_with_3d_2,sheep,0.75
912,top_model_weights_with_3d_2,sheep,0.765
913,top_model_weights_with_3d_2,sheep,0.78
914,top_model_weights_with_3d_2,sheep,0.735
915,top_model_weights_with_3d_2,sheep,0.72
916,top_model_weights_with_3d_2,sheep,0.745
917,top_model_weights_with_3d_2,sheep,0.76
918,top_model_weights_with_3d_2,sheep,0.775
919,top_model_weights_with_3d_2,sheep,0.76
920,top_model_weights_with_3d_2,sheep,0.725
921,top_model_weights_with_3d_2,sheep,0.655
922,top_model_weights_with_3d_2,sheep,0.735
923,top_model_weights_with_3d_2,sheep,0.755
924,top_model_weights_with_3d_2,sheep,0.755
925,top_model_weights_with_3d_2,sheep,0.775
926,top_model_weights_with_3d_2,sheep,0.775
927,top_model_weights_with_3d_2,sheep,0.725
928,top_model_weights_with_3d_2,sheep,0.745
929,top_model_weights_with_3d_2,sheep,0.815
930,top_model_weights_with_3d_2,sheep,0.78
931,top_model_weights_with_3d_2,sheep,0.755
932,top_model_weights_with_3d_2,sheep,0.705
933,top_model_weights_with_3d_2,sheep,0.785
934,top_model_weights_with_3d_2,sheep,0.73
935,top_model_weights_with_3d_2,sheep,0.735
936,top_model_weights_with_3d_2,sheep,0.7
937,top_model_weights_with_3d_2,sheep,0.785
938,top_model_weights_with_3d_2,sheep,0.76
939,top_model_weights_with_3d_2,sheep,0.75
940,top_model_weights_with_3d_2,sheep,0.775
941,top_model_weights_with_3d_2,sheep,0.805
942,top_model_weights_with_3d_2,sheep,0.735
943,top_model_weights_with_3d_2,sheep,0.75
944,top_model_weights_with_3d_2,sheep,0.7
945,top_model_weights_with_3d_2,sheep,0.735
946,top_model_weights_with_3d_2,sheep,0.77
947,top_model_weights_with_3d_2,sheep,0.815
948,top_model_weights_with_3d_2,sheep,0.76
949,top_model_weights_with_3d_2,sheep,0.715
950,top_model_weights_with_3d_2,sheep,0.76
951,top_model_weights_with_3d_2,sheep,0.745
952,top_model_weights_with_3d_2,sheep,0.765
953,top_model_weights_with_3d_2,sheep,0.8
954,top_model_weights_with_3d_2,sheep,0.805
955,top_model_weights_with_3d_2,sheep,0.825
956,top_model_weights_with_3d_2,sheep,0.73
957,top_model_weights_with_3d_2,sheep,0.74
958,top_model_weights_with_3d_2,sheep,0.76
959,top_model_weights_with_3d_2,sheep,0.745
960,top_model_weights_with_3d_2,sheep,0.74
961,top_model_weights_with_3d_2,sheep,0.815
962,top_model_weights_with_3d_2,sheep,0.8
963,top_model_weights_with_3d_2,sheep,0.7
964,top_model_weights_with_3d_2,sheep,0.765
965,top_model_weights_with_3d_2,sheep,0.775
966,top_model_weights_with_3d_2,sheep,0.755
967,top_model_weights_with_3d_2,sheep,0.76
968,top_model_weights_with_3d_2,sheep,0.75
969,top_model_weights_with_3d_2,sheep,0.775
970,top_model_weights_with_3d_2,sheep,0.78
971,top_model_weights_with_3d_2,sheep,0.805
972,top_model_weights_with_3d_2,sheep,0.78
973,top_model_weights_with_3d_2,sheep,0.75
974,top_model_weights_with_3d_2,sheep,0.78
975,top_model_weights_with_3d_2,sheep,0.71
976,top_model_weights_with_3d_2,sheep,0.78
977,top_model_weights_with_3d_2,sheep,0.77
978,top_model_weights_with_3d_2,sheep,0.785
979,top_model_weights_with_3d_2,sheep,0.775
980,top_model_weights_with_3d_2,sheep,0.71
981,top_model_weights_with_3d_2,sheep,0.715
982,top_model_weights_with_3d_2,sheep,0.72
983,top_model_weights_with_3d_2,sheep,0.775
984,top_model_weights_with_3d_2,sheep,0.74
985,top_model_weights_with_3d_2,sheep,0.72
986,top_model_weights_with_3d_2,sheep,0.8
987,top_model_weights_with_3d_2,sheep,0.745
988,top_model_weights_with_3d_2,sheep,0.765
989,top_model_weights_with_3d_2,sheep,0.74
990,top_model_weights_with_3d_2,sheep,0.795
991,top_model_weights_with_3d_2,sheep,0.78
992,top_model_weights_with_3d_2,sheep,0.735
993,top_model_weights_with_3d_2,sheep,0.81
994,top_model_weights_with_3d_2,sheep,0.775
995,top_model_weights_with_3d_2,sheep,0.795
996,top_model_weights_with_3d_2,sheep,0.79
997,top_model_weights_with_3d_2,sheep,0.76
998,top_model_weights_with_3d_2,sheep,0.775
999,top_model_weights_with_3d_2,sheep,0.735
