,model,animal,accuracy
733,top_model_weights_with_3d_2,horse,0.62
734,top_model_weights_with_3d_2,horse,0.685
735,top_model_weights_with_3d_2,horse,0.655
736,top_model_weights_with_3d_2,horse,0.615
737,top_model_weights_with_3d_2,horse,0.66
738,top_model_weights_with_3d_2,horse,0.64
739,top_model_weights_with_3d_2,horse,0.64
740,top_model_weights_with_3d_2,horse,0.625
741,top_model_weights_with_3d_2,horse,0.61
742,top_model_weights_with_3d_2,horse,0.65
743,top_model_weights_with_3d_2,horse,0.645
744,top_model_weights_with_3d_2,horse,0.72
745,top_model_weights_with_3d_2,horse,0.715
746,top_model_weights_with_3d_2,horse,0.69
747,top_model_weights_with_3d_2,horse,0.66
748,top_model_weights_with_3d_2,horse,0.6
749,top_model_weights_with_3d_2,horse,0.66
750,top_model_weights_with_3d_2,horse,0.71
751,top_model_weights_with_3d_2,horse,0.65
752,top_model_weights_with_3d_2,horse,0.635
753,top_model_weights_with_3d_2,horse,0.635
754,top_model_weights_with_3d_2,horse,0.58
755,top_model_weights_with_3d_2,horse,0.64
756,top_model_weights_with_3d_2,horse,0.68
757,top_model_weights_with_3d_2,horse,0.685
758,top_model_weights_with_3d_2,horse,0.69
759,top_model_weights_with_3d_2,horse,0.65
760,top_model_weights_with_3d_2,horse,0.69
761,top_model_weights_with_3d_2,horse,0.64
762,top_model_weights_with_3d_2,horse,0.595
763,top_model_weights_with_3d_2,horse,0.655
764,top_model_weights_with_3d_2,horse,0.685
765,top_model_weights_with_3d_2,horse,0.65
766,top_model_weights_with_3d_2,horse,0.645
767,top_model_weights_with_3d_2,horse,0.69
768,top_model_weights_with_3d_2,horse,0.685
769,top_model_weights_with_3d_2,horse,0.625
770,top_model_weights_with_3d_2,horse,0.66
771,top_model_weights_with_3d_2,horse,0.635
772,top_model_weights_with_3d_2,horse,0.67
773,top_model_weights_with_3d_2,horse,0.705
774,top_model_weights_with_3d_2,horse,0.63
775,top_model_weights_with_3d_2,horse,0.635
776,top_model_weights_with_3d_2,horse,0.69
777,top_model_weights_with_3d_2,horse,0.65
778,top_model_weights_with_3d_2,horse,0.675
779,top_model_weights_with_3d_2,horse,0.57
780,top_model_weights_with_3d_2,horse,0.67
781,top_model_weights_with_3d_2,horse,0.63
782,top_model_weights_with_3d_2,horse,0.69
783,top_model_weights_with_3d_2,horse,0.6
784,top_model_weights_with_3d_2,horse,0.635
785,top_model_weights_with_3d_2,horse,0.675
786,top_model_weights_with_3d_2,horse,0.62
787,top_model_weights_with_3d_2,horse,0.675
788,top_model_weights_with_3d_2,horse,0.57
789,top_model_weights_with_3d_2,horse,0.62
790,top_model_weights_with_3d_2,horse,0.675
791,top_model_weights_with_3d_2,horse,0.665
792,top_model_weights_with_3d_2,horse,0.595
793,top_model_weights_with_3d_2,horse,0.62
794,top_model_weights_with_3d_2,horse,0.69
795,top_model_weights_with_3d_2,horse,0.62
796,top_model_weights_with_3d_2,horse,0.69
797,top_model_weights_with_3d_2,horse,0.68
798,top_model_weights_with_3d_2,horse,0.64
799,top_model_weights_with_3d_2,horse,0.695
800,top_model_weights_with_3d_2,horse,0.655
801,top_model_weights_with_3d_2,horse,0.665
802,top_model_weights_with_3d_2,horse,0.66
803,top_model_weights_with_3d_2,horse,0.65
804,top_model_weights_with_3d_2,horse,0.68
805,top_model_weights_with_3d_2,horse,0.67
806,top_model_weights_with_3d_2,horse,0.655
807,top_model_weights_with_3d_2,horse,0.625
808,top_model_weights_with_3d_2,horse,0.645
809,top_model_weights_with_3d_2,horse,0.62
810,top_model_weights_with_3d_2,horse,0.61
811,top_model_weights_with_3d_2,horse,0.675
812,top_model_weights_with_3d_2,horse,0.64
813,top_model_weights_with_3d_2,horse,0.645
814,top_model_weights_with_3d_2,horse,0.635
815,top_model_weights_with_3d_2,horse,0.69
816,top_model_weights_with_3d_2,horse,0.69
817,top_model_weights_with_3d_2,horse,0.645
818,top_model_weights_with_3d_2,horse,0.68
819,top_model_weights_with_3d_2,horse,0.635
820,top_model_weights_with_3d_2,horse,0.73
821,top_model_weights_with_3d_2,horse,0.635
822,top_model_weights_with_3d_2,horse,0.665
823,top_model_weights_with_3d_2,horse,0.695
824,top_model_weights_with_3d_2,horse,0.665
825,top_model_weights_with_3d_2,horse,0.615
826,top_model_weights_with_3d_2,horse,0.605
827,top_model_weights_with_3d_2,horse,0.64
828,top_model_weights_with_3d_2,horse,0.715
829,top_model_weights_with_3d_2,horse,0.675
830,top_model_weights_with_3d_2,horse,0.655
831,top_model_weights_with_3d_2,horse,0.67
832,top_model_weights_with_3d_2,horse,0.695
833,top_model_weights_with_3d_2,horse,0.74
834,top_model_weights_with_3d_2,horse,0.72
835,top_model_weights_with_3d_2,horse,0.655
836,top_model_weights_with_3d_2,horse,0.67
837,top_model_weights_with_3d_2,horse,0.71
838,top_model_weights_with_3d_2,horse,0.65
839,top_model_weights_with_3d_2,horse,0.695
840,top_model_weights_with_3d_2,horse,0.645
841,top_model_weights_with_3d_2,horse,0.635
842,top_model_weights_with_3d_2,horse,0.595
843,top_model_weights_with_3d_2,horse,0.645
844,top_model_weights_with_3d_2,horse,0.66
845,top_model_weights_with_3d_2,horse,0.68
846,top_model_weights_with_3d_2,horse,0.62
847,top_model_weights_with_3d_2,horse,0.685
848,top_model_weights_with_3d_2,horse,0.645
849,top_model_weights_with_3d_2,horse,0.62
850,top_model_weights_with_3d_2,horse,0.65
851,top_model_weights_with_3d_2,horse,0.66
852,top_model_weights_with_3d_2,horse,0.665
853,top_model_weights_with_3d_2,horse,0.625
854,top_model_weights_with_3d_2,horse,0.615
855,top_model_weights_with_3d_2,horse,0.66
856,top_model_weights_with_3d_2,horse,0.64
857,top_model_weights_with_3d_2,horse,0.67
858,top_model_weights_with_3d_2,horse,0.71
859,top_model_weights_with_3d_2,horse,0.665
860,top_model_weights_with_3d_2,horse,0.61
861,top_model_weights_with_3d_2,horse,0.68
862,top_model_weights_with_3d_2,horse,0.7
863,top_model_weights_with_3d_2,horse,0.645
864,top_model_weights_with_3d_2,horse,0.645
865,top_model_weights_with_3d_2,horse,0.675
866,top_model_weights_with_3d_2,horse,0.68
867,top_model_weights_with_3d_2,horse,0.68
868,top_model_weights_with_3d_2,horse,0.685
869,top_model_weights_with_3d_2,horse,0.655
870,top_model_weights_with_3d_2,horse,0.69
871,top_model_weights_with_3d_2,horse,0.575
872,top_model_weights_with_3d_2,horse,0.605
873,top_model_weights_with_3d_2,horse,0.695
874,top_model_weights_with_3d_2,horse,0.69
875,top_model_weights_with_3d_2,horse,0.645
876,top_model_weights_with_3d_2,horse,0.62
877,top_model_weights_with_3d_2,horse,0.63
878,top_model_weights_with_3d_2,horse,0.64
879,top_model_weights_with_3d_2,horse,0.695
880,top_model_weights_with_3d_2,horse,0.675
881,top_model_weights_with_3d_2,horse,0.645
882,top_model_weights_with_3d_2,horse,0.685
883,top_model_weights_with_3d_2,horse,0.605
884,top_model_weights_with_3d_2,horse,0.66
885,top_model_weights_with_3d_2,horse,0.605
886,top_model_weights_with_3d_2,horse,0.69
887,top_model_weights_with_3d_2,horse,0.66
888,top_model_weights_with_3d_2,horse,0.67
889,top_model_weights_with_3d_2,horse,0.675
890,top_model_weights_with_3d_2,horse,0.64
891,top_model_weights_with_3d_2,horse,0.575
892,top_model_weights_with_3d_2,horse,0.635
893,top_model_weights_with_3d_2,horse,0.67
894,top_model_weights_with_3d_2,horse,0.67
895,top_model_weights_with_3d_2,horse,0.645
896,top_model_weights_with_3d_2,horse,0.655
897,top_model_weights_with_3d_2,horse,0.685
898,top_model_weights_with_3d_2,horse,0.585
899,top_model_weights_with_3d_2,horse,0.675
900,top_model_weights_with_3d_2,horse,0.675
901,top_model_weights_with_3d_2,horse,0.69
902,top_model_weights_with_3d_2,horse,0.695
903,top_model_weights_with_3d_2,horse,0.65
904,top_model_weights_with_3d_2,horse,0.715
905,top_model_weights_with_3d_2,horse,0.635
906,top_model_weights_with_3d_2,horse,0.625
907,top_model_weights_with_3d_2,horse,0.615
908,top_model_weights_with_3d_2,horse,0.62
909,top_model_weights_with_3d_2,horse,0.72
910,top_model_weights_with_3d_2,horse,0.65
911,top_model_weights_with_3d_2,horse,0.59
912,top_model_weights_with_3d_2,horse,0.74
913,top_model_weights_with_3d_2,horse,0.63
914,top_model_weights_with_3d_2,horse,0.67
915,top_model_weights_with_3d_2,horse,0.66
916,top_model_weights_with_3d_2,horse,0.595
917,top_model_weights_with_3d_2,horse,0.65
918,top_model_weights_with_3d_2,horse,0.69
919,top_model_weights_with_3d_2,horse,0.59
920,top_model_weights_with_3d_2,horse,0.705
921,top_model_weights_with_3d_2,horse,0.68
922,top_model_weights_with_3d_2,horse,0.685
923,top_model_weights_with_3d_2,horse,0.595
924,top_model_weights_with_3d_2,horse,0.675
925,top_model_weights_with_3d_2,horse,0.645
926,top_model_weights_with_3d_2,horse,0.63
927,top_model_weights_with_3d_2,horse,0.65
928,top_model_weights_with_3d_2,horse,0.645
929,top_model_weights_with_3d_2,horse,0.69
930,top_model_weights_with_3d_2,horse,0.625
931,top_model_weights_with_3d_2,horse,0.615
932,top_model_weights_with_3d_2,horse,0.625
933,top_model_weights_with_3d_2,horse,0.615
934,top_model_weights_with_3d_2,horse,0.61
935,top_model_weights_with_3d_2,horse,0.655
936,top_model_weights_with_3d_2,horse,0.7
937,top_model_weights_with_3d_2,horse,0.705
938,top_model_weights_with_3d_2,horse,0.645
939,top_model_weights_with_3d_2,horse,0.72
940,top_model_weights_with_3d_2,horse,0.63
941,top_model_weights_with_3d_2,horse,0.655
942,top_model_weights_with_3d_2,horse,0.64
943,top_model_weights_with_3d_2,horse,0.68
944,top_model_weights_with_3d_2,horse,0.655
945,top_model_weights_with_3d_2,horse,0.675
946,top_model_weights_with_3d_2,horse,0.575
947,top_model_weights_with_3d_2,horse,0.675
948,top_model_weights_with_3d_2,horse,0.6
949,top_model_weights_with_3d_2,horse,0.585
950,top_model_weights_with_3d_2,horse,0.645
951,top_model_weights_with_3d_2,horse,0.665
952,top_model_weights_with_3d_2,horse,0.7
953,top_model_weights_with_3d_2,horse,0.645
954,top_model_weights_with_3d_2,horse,0.715
955,top_model_weights_with_3d_2,horse,0.625
956,top_model_weights_with_3d_2,horse,0.585
957,top_model_weights_with_3d_2,horse,0.595
958,top_model_weights_with_3d_2,horse,0.645
959,top_model_weights_with_3d_2,horse,0.67
960,top_model_weights_with_3d_2,horse,0.69
961,top_model_weights_with_3d_2,horse,0.645
962,top_model_weights_with_3d_2,horse,0.67
963,top_model_weights_with_3d_2,horse,0.69
964,top_model_weights_with_3d_2,horse,0.66
965,top_model_weights_with_3d_2,horse,0.7
966,top_model_weights_with_3d_2,horse,0.615
967,top_model_weights_with_3d_2,horse,0.655
968,top_model_weights_with_3d_2,horse,0.61
969,top_model_weights_with_3d_2,horse,0.595
970,top_model_weights_with_3d_2,horse,0.685
971,top_model_weights_with_3d_2,horse,0.62
972,top_model_weights_with_3d_2,horse,0.64
973,top_model_weights_with_3d_2,horse,0.615
974,top_model_weights_with_3d_2,horse,0.655
975,top_model_weights_with_3d_2,horse,0.665
976,top_model_weights_with_3d_2,horse,0.67
977,top_model_weights_with_3d_2,horse,0.62
978,top_model_weights_with_3d_2,horse,0.695
979,top_model_weights_with_3d_2,horse,0.63
980,top_model_weights_with_3d_2,horse,0.62
981,top_model_weights_with_3d_2,horse,0.665
982,top_model_weights_with_3d_2,horse,0.65
983,top_model_weights_with_3d_2,horse,0.695
984,top_model_weights_with_3d_2,horse,0.68
985,top_model_weights_with_3d_2,horse,0.66
986,top_model_weights_with_3d_2,horse,0.66
987,top_model_weights_with_3d_2,horse,0.635
988,top_model_weights_with_3d_2,horse,0.605
989,top_model_weights_with_3d_2,horse,0.68
990,top_model_weights_with_3d_2,horse,0.665
991,top_model_weights_with_3d_2,horse,0.62
992,top_model_weights_with_3d_2,horse,0.67
993,top_model_weights_with_3d_2,horse,0.72
994,top_model_weights_with_3d_2,horse,0.675
995,top_model_weights_with_3d_2,horse,0.645
996,top_model_weights_with_3d_2,horse,0.675
997,top_model_weights_with_3d_2,horse,0.645
998,top_model_weights_with_3d_2,horse,0.69
999,top_model_weights_with_3d_2,horse,0.63
