,model,animal,accuracy
1225,top_model_weights_with_3d_2,bear,0.655
1226,top_model_weights_with_3d_2,bear,0.665
1227,top_model_weights_with_3d_2,bear,0.685
1228,top_model_weights_with_3d_2,bear,0.595
1229,top_model_weights_with_3d_2,bear,0.705
1230,top_model_weights_with_3d_2,bear,0.645
1231,top_model_weights_with_3d_2,bear,0.715
1232,top_model_weights_with_3d_2,bear,0.685
1233,top_model_weights_with_3d_2,bear,0.61
1234,top_model_weights_with_3d_2,bear,0.665
1235,top_model_weights_with_3d_2,bear,0.575
1236,top_model_weights_with_3d_2,bear,0.64
1237,top_model_weights_with_3d_2,bear,0.615
1238,top_model_weights_with_3d_2,bear,0.625
1239,top_model_weights_with_3d_2,bear,0.675
1240,top_model_weights_with_3d_2,bear,0.705
1241,top_model_weights_with_3d_2,bear,0.675
1242,top_model_weights_with_3d_2,bear,0.68
1243,top_model_weights_with_3d_2,bear,0.56
1244,top_model_weights_with_3d_2,bear,0.615
1245,top_model_weights_with_3d_2,bear,0.63
1246,top_model_weights_with_3d_2,bear,0.57
1247,top_model_weights_with_3d_2,bear,0.61
1248,top_model_weights_with_3d_2,bear,0.59
1249,top_model_weights_with_3d_2,bear,0.735
1250,top_model_weights_with_3d_2,bear,0.635
1251,top_model_weights_with_3d_2,bear,0.65
1252,top_model_weights_with_3d_2,bear,0.63
1253,top_model_weights_with_3d_2,bear,0.675
1254,top_model_weights_with_3d_2,bear,0.68
1255,top_model_weights_with_3d_2,bear,0.65
1256,top_model_weights_with_3d_2,bear,0.625
1257,top_model_weights_with_3d_2,bear,0.61
1258,top_model_weights_with_3d_2,bear,0.66
1259,top_model_weights_with_3d_2,bear,0.68
1260,top_model_weights_with_3d_2,bear,0.59
1261,top_model_weights_with_3d_2,bear,0.675
1262,top_model_weights_with_3d_2,bear,0.625
1263,top_model_weights_with_3d_2,bear,0.63
1264,top_model_weights_with_3d_2,bear,0.6
1265,top_model_weights_with_3d_2,bear,0.64
1266,top_model_weights_with_3d_2,bear,0.625
1267,top_model_weights_with_3d_2,bear,0.675
1268,top_model_weights_with_3d_2,bear,0.62
1269,top_model_weights_with_3d_2,bear,0.645
1270,top_model_weights_with_3d_2,bear,0.66
1271,top_model_weights_with_3d_2,bear,0.615
1272,top_model_weights_with_3d_2,bear,0.635
1273,top_model_weights_with_3d_2,bear,0.675
1274,top_model_weights_with_3d_2,bear,0.635
1275,top_model_weights_with_3d_2,bear,0.63
1276,top_model_weights_with_3d_2,bear,0.69
1277,top_model_weights_with_3d_2,bear,0.625
1278,top_model_weights_with_3d_2,bear,0.625
1279,top_model_weights_with_3d_2,bear,0.605
1280,top_model_weights_with_3d_2,bear,0.645
1281,top_model_weights_with_3d_2,bear,0.63
1282,top_model_weights_with_3d_2,bear,0.625
1283,top_model_weights_with_3d_2,bear,0.645
1284,top_model_weights_with_3d_2,bear,0.61
1285,top_model_weights_with_3d_2,bear,0.61
1286,top_model_weights_with_3d_2,bear,0.65
1287,top_model_weights_with_3d_2,bear,0.695
1288,top_model_weights_with_3d_2,bear,0.65
1289,top_model_weights_with_3d_2,bear,0.655
1290,top_model_weights_with_3d_2,bear,0.63
1291,top_model_weights_with_3d_2,bear,0.62
1292,top_model_weights_with_3d_2,bear,0.645
1293,top_model_weights_with_3d_2,bear,0.655
1294,top_model_weights_with_3d_2,bear,0.68
1295,top_model_weights_with_3d_2,bear,0.645
1296,top_model_weights_with_3d_2,bear,0.685
1297,top_model_weights_with_3d_2,bear,0.635
1298,top_model_weights_with_3d_2,bear,0.655
1299,top_model_weights_with_3d_2,bear,0.66
1300,top_model_weights_with_3d_2,bear,0.615
1301,top_model_weights_with_3d_2,bear,0.625
1302,top_model_weights_with_3d_2,bear,0.645
1303,top_model_weights_with_3d_2,bear,0.67
1304,top_model_weights_with_3d_2,bear,0.67
1305,top_model_weights_with_3d_2,bear,0.65
1306,top_model_weights_with_3d_2,bear,0.685
1307,top_model_weights_with_3d_2,bear,0.67
1308,top_model_weights_with_3d_2,bear,0.645
1309,top_model_weights_with_3d_2,bear,0.65
1310,top_model_weights_with_3d_2,bear,0.675
1311,top_model_weights_with_3d_2,bear,0.615
1312,top_model_weights_with_3d_2,bear,0.675
1313,top_model_weights_with_3d_2,bear,0.615
1314,top_model_weights_with_3d_2,bear,0.615
1315,top_model_weights_with_3d_2,bear,0.65
1316,top_model_weights_with_3d_2,bear,0.735
1317,top_model_weights_with_3d_2,bear,0.645
1318,top_model_weights_with_3d_2,bear,0.67
1319,top_model_weights_with_3d_2,bear,0.655
1320,top_model_weights_with_3d_2,bear,0.7
1321,top_model_weights_with_3d_2,bear,0.595
1322,top_model_weights_with_3d_2,bear,0.695
1323,top_model_weights_with_3d_2,bear,0.665
1324,top_model_weights_with_3d_2,bear,0.62
1325,top_model_weights_with_3d_2,bear,0.615
1326,top_model_weights_with_3d_2,bear,0.68
1327,top_model_weights_with_3d_2,bear,0.675
1328,top_model_weights_with_3d_2,bear,0.73
1329,top_model_weights_with_3d_2,bear,0.66
1330,top_model_weights_with_3d_2,bear,0.63
1331,top_model_weights_with_3d_2,bear,0.615
1332,top_model_weights_with_3d_2,bear,0.655
1333,top_model_weights_with_3d_2,bear,0.625
1334,top_model_weights_with_3d_2,bear,0.655
1335,top_model_weights_with_3d_2,bear,0.67
1336,top_model_weights_with_3d_2,bear,0.675
1337,top_model_weights_with_3d_2,bear,0.655
1338,top_model_weights_with_3d_2,bear,0.665
1339,top_model_weights_with_3d_2,bear,0.67
1340,top_model_weights_with_3d_2,bear,0.645
1341,top_model_weights_with_3d_2,bear,0.635
1342,top_model_weights_with_3d_2,bear,0.665
1343,top_model_weights_with_3d_2,bear,0.685
1344,top_model_weights_with_3d_2,bear,0.63
1345,top_model_weights_with_3d_2,bear,0.69
1346,top_model_weights_with_3d_2,bear,0.665
1347,top_model_weights_with_3d_2,bear,0.665
1348,top_model_weights_with_3d_2,bear,0.625
1349,top_model_weights_with_3d_2,bear,0.645
1350,top_model_weights_with_3d_2,bear,0.685
1351,top_model_weights_with_3d_2,bear,0.67
1352,top_model_weights_with_3d_2,bear,0.62
1353,top_model_weights_with_3d_2,bear,0.66
1354,top_model_weights_with_3d_2,bear,0.62
1355,top_model_weights_with_3d_2,bear,0.665
1356,top_model_weights_with_3d_2,bear,0.635
1357,top_model_weights_with_3d_2,bear,0.7
1358,top_model_weights_with_3d_2,bear,0.695
1359,top_model_weights_with_3d_2,bear,0.645
1360,top_model_weights_with_3d_2,bear,0.64
1361,top_model_weights_with_3d_2,bear,0.63
1362,top_model_weights_with_3d_2,bear,0.66
1363,top_model_weights_with_3d_2,bear,0.68
1364,top_model_weights_with_3d_2,bear,0.6
1365,top_model_weights_with_3d_2,bear,0.635
1366,top_model_weights_with_3d_2,bear,0.62
1367,top_model_weights_with_3d_2,bear,0.645
1368,top_model_weights_with_3d_2,bear,0.605
1369,top_model_weights_with_3d_2,bear,0.625
1370,top_model_weights_with_3d_2,bear,0.59
1371,top_model_weights_with_3d_2,bear,0.64
1372,top_model_weights_with_3d_2,bear,0.64
1373,top_model_weights_with_3d_2,bear,0.66
1374,top_model_weights_with_3d_2,bear,0.645
1375,top_model_weights_with_3d_2,bear,0.615
1376,top_model_weights_with_3d_2,bear,0.69
1377,top_model_weights_with_3d_2,bear,0.64
1378,top_model_weights_with_3d_2,bear,0.64
1379,top_model_weights_with_3d_2,bear,0.71
1380,top_model_weights_with_3d_2,bear,0.64
1381,top_model_weights_with_3d_2,bear,0.655
1382,top_model_weights_with_3d_2,bear,0.68
1383,top_model_weights_with_3d_2,bear,0.675
1384,top_model_weights_with_3d_2,bear,0.68
1385,top_model_weights_with_3d_2,bear,0.685
1386,top_model_weights_with_3d_2,bear,0.705
1387,top_model_weights_with_3d_2,bear,0.63
1388,top_model_weights_with_3d_2,bear,0.655
1389,top_model_weights_with_3d_2,bear,0.57
1390,top_model_weights_with_3d_2,bear,0.68
1391,top_model_weights_with_3d_2,bear,0.66
1392,top_model_weights_with_3d_2,bear,0.645
1393,top_model_weights_with_3d_2,bear,0.635
1394,top_model_weights_with_3d_2,bear,0.725
1395,top_model_weights_with_3d_2,bear,0.67
1396,top_model_weights_with_3d_2,bear,0.685
1397,top_model_weights_with_3d_2,bear,0.645
1398,top_model_weights_with_3d_2,bear,0.675
1399,top_model_weights_with_3d_2,bear,0.675
1400,top_model_weights_with_3d_2,bear,0.675
1401,top_model_weights_with_3d_2,bear,0.695
1402,top_model_weights_with_3d_2,bear,0.685
1403,top_model_weights_with_3d_2,bear,0.64
1404,top_model_weights_with_3d_2,bear,0.635
1405,top_model_weights_with_3d_2,bear,0.675
1406,top_model_weights_with_3d_2,bear,0.64
1407,top_model_weights_with_3d_2,bear,0.655
1408,top_model_weights_with_3d_2,bear,0.7
1409,top_model_weights_with_3d_2,bear,0.645
1410,top_model_weights_with_3d_2,bear,0.635
1411,top_model_weights_with_3d_2,bear,0.63
1412,top_model_weights_with_3d_2,bear,0.605
1413,top_model_weights_with_3d_2,bear,0.695
1414,top_model_weights_with_3d_2,bear,0.665
1415,top_model_weights_with_3d_2,bear,0.615
1416,top_model_weights_with_3d_2,bear,0.64
1417,top_model_weights_with_3d_2,bear,0.58
1418,top_model_weights_with_3d_2,bear,0.645
1419,top_model_weights_with_3d_2,bear,0.645
1420,top_model_weights_with_3d_2,bear,0.61
1421,top_model_weights_with_3d_2,bear,0.62
1422,top_model_weights_with_3d_2,bear,0.65
1423,top_model_weights_with_3d_2,bear,0.6
1424,top_model_weights_with_3d_2,bear,0.66
1425,top_model_weights_with_3d_2,bear,0.63
1426,top_model_weights_with_3d_2,bear,0.685
1427,top_model_weights_with_3d_2,bear,0.675
1428,top_model_weights_with_3d_2,bear,0.67
1429,top_model_weights_with_3d_2,bear,0.65
1430,top_model_weights_with_3d_2,bear,0.675
1431,top_model_weights_with_3d_2,bear,0.58
1432,top_model_weights_with_3d_2,bear,0.605
1433,top_model_weights_with_3d_2,bear,0.685
1434,top_model_weights_with_3d_2,bear,0.625
1435,top_model_weights_with_3d_2,bear,0.66
1436,top_model_weights_with_3d_2,bear,0.635
1437,top_model_weights_with_3d_2,bear,0.58
1438,top_model_weights_with_3d_2,bear,0.64
1439,top_model_weights_with_3d_2,bear,0.595
1440,top_model_weights_with_3d_2,bear,0.605
1441,top_model_weights_with_3d_2,bear,0.645
1442,top_model_weights_with_3d_2,bear,0.64
1443,top_model_weights_with_3d_2,bear,0.63
1444,top_model_weights_with_3d_2,bear,0.62
1445,top_model_weights_with_3d_2,bear,0.64
1446,top_model_weights_with_3d_2,bear,0.64
1447,top_model_weights_with_3d_2,bear,0.705
1448,top_model_weights_with_3d_2,bear,0.6
1449,top_model_weights_with_3d_2,bear,0.685
1450,top_model_weights_with_3d_2,bear,0.705
1451,top_model_weights_with_3d_2,bear,0.65
1452,top_model_weights_with_3d_2,bear,0.65
1453,top_model_weights_with_3d_2,bear,0.7
1454,top_model_weights_with_3d_2,bear,0.655
1455,top_model_weights_with_3d_2,bear,0.635
1456,top_model_weights_with_3d_2,bear,0.665
1457,top_model_weights_with_3d_2,bear,0.665
1458,top_model_weights_with_3d_2,bear,0.645
1459,top_model_weights_with_3d_2,bear,0.675
1460,top_model_weights_with_3d_2,bear,0.565
1461,top_model_weights_with_3d_2,bear,0.675
1462,top_model_weights_with_3d_2,bear,0.655
1463,top_model_weights_with_3d_2,bear,0.725
1464,top_model_weights_with_3d_2,bear,0.645
1465,top_model_weights_with_3d_2,bear,0.655
1466,top_model_weights_with_3d_2,bear,0.675
1467,top_model_weights_with_3d_2,bear,0.695
1468,top_model_weights_with_3d_2,bear,0.735
1469,top_model_weights_with_3d_2,bear,0.69
1470,top_model_weights_with_3d_2,bear,0.57
1471,top_model_weights_with_3d_2,bear,0.675
1472,top_model_weights_with_3d_2,bear,0.65
1473,top_model_weights_with_3d_2,bear,0.62
1474,top_model_weights_with_3d_2,bear,0.635
1475,top_model_weights_with_3d_2,bear,0.71
1476,top_model_weights_with_3d_2,bear,0.665
1477,top_model_weights_with_3d_2,bear,0.605
1478,top_model_weights_with_3d_2,bear,0.625
1479,top_model_weights_with_3d_2,bear,0.64
1480,top_model_weights_with_3d_2,bear,0.66
1481,top_model_weights_with_3d_2,bear,0.615
1482,top_model_weights_with_3d_2,bear,0.645
1483,top_model_weights_with_3d_2,bear,0.695
1484,top_model_weights_with_3d_2,bear,0.645
1485,top_model_weights_with_3d_2,bear,0.675
1486,top_model_weights_with_3d_2,bear,0.66
1487,top_model_weights_with_3d_2,bear,0.64
1488,top_model_weights_with_3d_2,bear,0.68
1489,top_model_weights_with_3d_2,bear,0.67
1490,top_model_weights_with_3d_2,bear,0.7
1491,top_model_weights_with_3d_2,bear,0.65
1492,top_model_weights_with_3d_2,bear,0.63
1493,top_model_weights_with_3d_2,bear,0.66
1494,top_model_weights_with_3d_2,bear,0.69
1495,top_model_weights_with_3d_2,bear,0.64
1496,top_model_weights_with_3d_2,bear,0.675
1497,top_model_weights_with_3d_2,bear,0.635
1498,top_model_weights_with_3d_2,bear,0.635
1499,top_model_weights_with_3d_2,bear,0.675
1500,top_model_weights_no_3d,dog,0.815
1501,top_model_weights_no_3d,dog,0.895
1502,top_model_weights_no_3d,dog,0.865
1503,top_model_weights_no_3d,dog,0.905
1504,top_model_weights_no_3d,dog,0.87
1505,top_model_weights_no_3d,dog,0.85
1506,top_model_weights_no_3d,dog,0.885
1507,top_model_weights_no_3d,dog,0.87
1508,top_model_weights_no_3d,dog,0.89
1509,top_model_weights_no_3d,dog,0.89
1510,top_model_weights_no_3d,dog,0.915
1511,top_model_weights_no_3d,dog,0.88
1512,top_model_weights_no_3d,dog,0.86
1513,top_model_weights_no_3d,dog,0.91
1514,top_model_weights_no_3d,dog,0.875
1515,top_model_weights_no_3d,dog,0.845
1516,top_model_weights_no_3d,dog,0.865
1517,top_model_weights_no_3d,dog,0.9
1518,top_model_weights_no_3d,dog,0.885
1519,top_model_weights_no_3d,dog,0.905
1520,top_model_weights_no_3d,dog,0.85
1521,top_model_weights_no_3d,dog,0.88
1522,top_model_weights_no_3d,dog,0.905
1523,top_model_weights_no_3d,dog,0.895
1524,top_model_weights_no_3d,dog,0.88
1525,top_model_weights_no_3d,dog,0.885
1526,top_model_weights_no_3d,dog,0.915
1527,top_model_weights_no_3d,dog,0.86
1528,top_model_weights_no_3d,dog,0.88
1529,top_model_weights_no_3d,dog,0.87
1530,top_model_weights_no_3d,dog,0.9
1531,top_model_weights_no_3d,dog,0.875
1532,top_model_weights_no_3d,dog,0.91
1533,top_model_weights_no_3d,dog,0.94
1534,top_model_weights_no_3d,dog,0.9
1535,top_model_weights_no_3d,dog,0.88
1536,top_model_weights_no_3d,dog,0.855
1537,top_model_weights_no_3d,dog,0.865
1538,top_model_weights_no_3d,dog,0.87
1539,top_model_weights_no_3d,dog,0.845
1540,top_model_weights_no_3d,dog,0.89
1541,top_model_weights_no_3d,dog,0.895
1542,top_model_weights_no_3d,dog,0.885
1543,top_model_weights_no_3d,dog,0.88
1544,top_model_weights_no_3d,dog,0.885
1545,top_model_weights_no_3d,dog,0.83
1546,top_model_weights_no_3d,dog,0.885
1547,top_model_weights_no_3d,dog,0.895
1548,top_model_weights_no_3d,dog,0.885
1549,top_model_weights_no_3d,dog,0.905
1550,top_model_weights_no_3d,dog,0.865
1551,top_model_weights_no_3d,dog,0.885
1552,top_model_weights_no_3d,dog,0.88
1553,top_model_weights_no_3d,dog,0.855
1554,top_model_weights_no_3d,dog,0.865
1555,top_model_weights_no_3d,dog,0.87
1556,top_model_weights_no_3d,dog,0.865
1557,top_model_weights_no_3d,dog,0.865
1558,top_model_weights_no_3d,dog,0.84
1559,top_model_weights_no_3d,dog,0.85
1560,top_model_weights_no_3d,dog,0.835
1561,top_model_weights_no_3d,dog,0.88
1562,top_model_weights_no_3d,dog,0.855
1563,top_model_weights_no_3d,dog,0.885
1564,top_model_weights_no_3d,dog,0.875
1565,top_model_weights_no_3d,dog,0.88
1566,top_model_weights_no_3d,dog,0.88
1567,top_model_weights_no_3d,dog,0.88
1568,top_model_weights_no_3d,dog,0.905
1569,top_model_weights_no_3d,dog,0.87
1570,top_model_weights_no_3d,dog,0.865
1571,top_model_weights_no_3d,dog,0.87
1572,top_model_weights_no_3d,dog,0.89
1573,top_model_weights_no_3d,dog,0.83
1574,top_model_weights_no_3d,dog,0.895
1575,top_model_weights_no_3d,dog,0.89
1576,top_model_weights_no_3d,dog,0.855
1577,top_model_weights_no_3d,dog,0.92
1578,top_model_weights_no_3d,dog,0.89
1579,top_model_weights_no_3d,dog,0.855
1580,top_model_weights_no_3d,dog,0.86
1581,top_model_weights_no_3d,dog,0.88
1582,top_model_weights_no_3d,dog,0.9
1583,top_model_weights_no_3d,dog,0.87
1584,top_model_weights_no_3d,dog,0.85
1585,top_model_weights_no_3d,dog,0.88
1586,top_model_weights_no_3d,dog,0.865
1587,top_model_weights_no_3d,dog,0.88
1588,top_model_weights_no_3d,dog,0.875
1589,top_model_weights_no_3d,dog,0.895
1590,top_model_weights_no_3d,dog,0.88
1591,top_model_weights_no_3d,dog,0.865
1592,top_model_weights_no_3d,dog,0.905
1593,top_model_weights_no_3d,dog,0.91
1594,top_model_weights_no_3d,dog,0.85
1595,top_model_weights_no_3d,dog,0.89
1596,top_model_weights_no_3d,dog,0.85
1597,top_model_weights_no_3d,dog,0.875
1598,top_model_weights_no_3d,dog,0.87
1599,top_model_weights_no_3d,dog,0.875
1600,top_model_weights_no_3d,dog,0.895
1601,top_model_weights_no_3d,dog,0.815
1602,top_model_weights_no_3d,dog,0.89
1603,top_model_weights_no_3d,dog,0.88
1604,top_model_weights_no_3d,dog,0.785
1605,top_model_weights_no_3d,dog,0.875
1606,top_model_weights_no_3d,dog,0.875
1607,top_model_weights_no_3d,dog,0.855
1608,top_model_weights_no_3d,dog,0.875
1609,top_model_weights_no_3d,dog,0.855
1610,top_model_weights_no_3d,dog,0.87
1611,top_model_weights_no_3d,dog,0.855
1612,top_model_weights_no_3d,dog,0.855
1613,top_model_weights_no_3d,dog,0.86
1614,top_model_weights_no_3d,dog,0.86
1615,top_model_weights_no_3d,dog,0.86
1616,top_model_weights_no_3d,dog,0.83
1617,top_model_weights_no_3d,dog,0.845
1618,top_model_weights_no_3d,dog,0.855
1619,top_model_weights_no_3d,dog,0.915
1620,top_model_weights_no_3d,dog,0.865
1621,top_model_weights_no_3d,dog,0.82
1622,top_model_weights_no_3d,dog,0.85
1623,top_model_weights_no_3d,dog,0.82
1624,top_model_weights_no_3d,dog,0.87
1625,top_model_weights_no_3d,dog,0.86
1626,top_model_weights_no_3d,dog,0.88
1627,top_model_weights_no_3d,dog,0.89
1628,top_model_weights_no_3d,dog,0.885
1629,top_model_weights_no_3d,dog,0.855
1630,top_model_weights_no_3d,dog,0.905
1631,top_model_weights_no_3d,dog,0.855
1632,top_model_weights_no_3d,dog,0.82
1633,top_model_weights_no_3d,dog,0.86
1634,top_model_weights_no_3d,dog,0.855
1635,top_model_weights_no_3d,dog,0.895
1636,top_model_weights_no_3d,dog,0.89
1637,top_model_weights_no_3d,dog,0.805
1638,top_model_weights_no_3d,dog,0.85
1639,top_model_weights_no_3d,dog,0.86
1640,top_model_weights_no_3d,dog,0.87
1641,top_model_weights_no_3d,dog,0.83
1642,top_model_weights_no_3d,dog,0.88
1643,top_model_weights_no_3d,dog,0.865
1644,top_model_weights_no_3d,dog,0.895
1645,top_model_weights_no_3d,dog,0.855
1646,top_model_weights_no_3d,dog,0.865
1647,top_model_weights_no_3d,dog,0.9
1648,top_model_weights_no_3d,dog,0.855
1649,top_model_weights_no_3d,dog,0.885
1650,top_model_weights_no_3d,dog,0.87
1651,top_model_weights_no_3d,dog,0.89
1652,top_model_weights_no_3d,dog,0.885
1653,top_model_weights_no_3d,dog,0.86
1654,top_model_weights_no_3d,dog,0.86
1655,top_model_weights_no_3d,dog,0.87
1656,top_model_weights_no_3d,dog,0.84
1657,top_model_weights_no_3d,dog,0.875
1658,top_model_weights_no_3d,dog,0.855
1659,top_model_weights_no_3d,dog,0.865
1660,top_model_weights_no_3d,dog,0.86
1661,top_model_weights_no_3d,dog,0.85
1662,top_model_weights_no_3d,dog,0.865
1663,top_model_weights_no_3d,dog,0.89
1664,top_model_weights_no_3d,dog,0.845
1665,top_model_weights_no_3d,dog,0.855
1666,top_model_weights_no_3d,dog,0.875
1667,top_model_weights_no_3d,dog,0.87
1668,top_model_weights_no_3d,dog,0.875
1669,top_model_weights_no_3d,dog,0.885
1670,top_model_weights_no_3d,dog,0.89
1671,top_model_weights_no_3d,dog,0.86
1672,top_model_weights_no_3d,dog,0.925
1673,top_model_weights_no_3d,dog,0.88
1674,top_model_weights_no_3d,dog,0.86
1675,top_model_weights_no_3d,dog,0.86
1676,top_model_weights_no_3d,dog,0.885
1677,top_model_weights_no_3d,dog,0.855
1678,top_model_weights_no_3d,dog,0.89
1679,top_model_weights_no_3d,dog,0.815
1680,top_model_weights_no_3d,dog,0.89
1681,top_model_weights_no_3d,dog,0.915
1682,top_model_weights_no_3d,dog,0.875
1683,top_model_weights_no_3d,dog,0.865
1684,top_model_weights_no_3d,dog,0.88
1685,top_model_weights_no_3d,dog,0.825
1686,top_model_weights_no_3d,dog,0.865
1687,top_model_weights_no_3d,dog,0.865
1688,top_model_weights_no_3d,dog,0.86
1689,top_model_weights_no_3d,dog,0.845
1690,top_model_weights_no_3d,dog,0.875
1691,top_model_weights_no_3d,dog,0.85
1692,top_model_weights_no_3d,dog,0.885
1693,top_model_weights_no_3d,dog,0.9
1694,top_model_weights_no_3d,dog,0.85
1695,top_model_weights_no_3d,dog,0.915
1696,top_model_weights_no_3d,dog,0.85
1697,top_model_weights_no_3d,dog,0.87
1698,top_model_weights_no_3d,dog,0.875
1699,top_model_weights_no_3d,dog,0.845
1700,top_model_weights_no_3d,dog,0.865
1701,top_model_weights_no_3d,dog,0.875
1702,top_model_weights_no_3d,dog,0.84
1703,top_model_weights_no_3d,dog,0.83
1704,top_model_weights_no_3d,dog,0.87
1705,top_model_weights_no_3d,dog,0.89
1706,top_model_weights_no_3d,dog,0.87
1707,top_model_weights_no_3d,dog,0.855
1708,top_model_weights_no_3d,dog,0.85
1709,top_model_weights_no_3d,dog,0.855
1710,top_model_weights_no_3d,dog,0.845
1711,top_model_weights_no_3d,dog,0.875
1712,top_model_weights_no_3d,dog,0.895
1713,top_model_weights_no_3d,dog,0.88
1714,top_model_weights_no_3d,dog,0.87
1715,top_model_weights_no_3d,dog,0.905
1716,top_model_weights_no_3d,dog,0.89
1717,top_model_weights_no_3d,dog,0.835
1718,top_model_weights_no_3d,dog,0.87
1719,top_model_weights_no_3d,dog,0.86
1720,top_model_weights_no_3d,dog,0.89
1721,top_model_weights_no_3d,dog,0.87
1722,top_model_weights_no_3d,dog,0.83
1723,top_model_weights_no_3d,dog,0.835
1724,top_model_weights_no_3d,dog,0.845
1725,top_model_weights_no_3d,dog,0.89
1726,top_model_weights_no_3d,dog,0.89
1727,top_model_weights_no_3d,dog,0.86
1728,top_model_weights_no_3d,dog,0.885
1729,top_model_weights_no_3d,dog,0.885
1730,top_model_weights_no_3d,dog,0.87
1731,top_model_weights_no_3d,dog,0.905
1732,top_model_weights_no_3d,dog,0.925
1733,top_model_weights_no_3d,dog,0.91
1734,top_model_weights_no_3d,dog,0.88
1735,top_model_weights_no_3d,dog,0.875
1736,top_model_weights_no_3d,dog,0.865
1737,top_model_weights_no_3d,dog,0.91
1738,top_model_weights_no_3d,dog,0.78
1739,top_model_weights_no_3d,dog,0.88
1740,top_model_weights_no_3d,dog,0.855
1741,top_model_weights_no_3d,dog,0.92
1742,top_model_weights_no_3d,dog,0.89
1743,top_model_weights_no_3d,dog,0.865
1744,top_model_weights_no_3d,dog,0.885
1745,top_model_weights_no_3d,dog,0.865
1746,top_model_weights_no_3d,dog,0.91
1747,top_model_weights_no_3d,dog,0.865
1748,top_model_weights_no_3d,dog,0.83
1749,top_model_weights_no_3d,dog,0.89
1750,top_model_weights_no_3d,dog,0.865
1751,top_model_weights_no_3d,dog,0.86
1752,top_model_weights_no_3d,dog,0.82
1753,top_model_weights_no_3d,dog,0.86
1754,top_model_weights_no_3d,dog,0.89
1755,top_model_weights_no_3d,dog,0.86
1756,top_model_weights_no_3d,dog,0.885
1757,top_model_weights_no_3d,dog,0.85
1758,top_model_weights_no_3d,dog,0.86
1759,top_model_weights_no_3d,dog,0.83
1760,top_model_weights_no_3d,dog,0.845
1761,top_model_weights_no_3d,dog,0.855
1762,top_model_weights_no_3d,dog,0.845
1763,top_model_weights_no_3d,dog,0.885
1764,top_model_weights_no_3d,dog,0.855
1765,top_model_weights_no_3d,dog,0.885
1766,top_model_weights_no_3d,dog,0.9
1767,top_model_weights_no_3d,dog,0.88
1768,top_model_weights_no_3d,dog,0.87
1769,top_model_weights_no_3d,dog,0.855
1770,top_model_weights_no_3d,dog,0.83
1771,top_model_weights_no_3d,dog,0.85
1772,top_model_weights_no_3d,dog,0.87
1773,top_model_weights_no_3d,dog,0.865
1774,top_model_weights_no_3d,dog,0.89
1775,top_model_weights_no_3d,dog,0.91
1776,top_model_weights_no_3d,dog,0.895
1777,top_model_weights_no_3d,dog,0.84
1778,top_model_weights_no_3d,dog,0.885
1779,top_model_weights_no_3d,dog,0.895
1780,top_model_weights_no_3d,dog,0.855
1781,top_model_weights_no_3d,dog,0.87
1782,top_model_weights_no_3d,dog,0.89
1783,top_model_weights_no_3d,dog,0.85
1784,top_model_weights_no_3d,dog,0.89
1785,top_model_weights_no_3d,dog,0.835
1786,top_model_weights_no_3d,dog,0.865
1787,top_model_weights_no_3d,dog,0.86
1788,top_model_weights_no_3d,dog,0.915
1789,top_model_weights_no_3d,dog,0.815
1790,top_model_weights_no_3d,dog,0.87
1791,top_model_weights_no_3d,dog,0.905
1792,top_model_weights_no_3d,dog,0.825
1793,top_model_weights_no_3d,dog,0.865
1794,top_model_weights_no_3d,dog,0.91
1795,top_model_weights_no_3d,dog,0.845
1796,top_model_weights_no_3d,dog,0.85
1797,top_model_weights_no_3d,dog,0.845
1798,top_model_weights_no_3d,dog,0.88
1799,top_model_weights_no_3d,dog,0.86
1800,top_model_weights_no_3d,dog,0.885
1801,top_model_weights_no_3d,dog,0.86
1802,top_model_weights_no_3d,dog,0.86
1803,top_model_weights_no_3d,dog,0.85
1804,top_model_weights_no_3d,dog,0.87
1805,top_model_weights_no_3d,dog,0.86
1806,top_model_weights_no_3d,dog,0.895
1807,top_model_weights_no_3d,dog,0.865
1808,top_model_weights_no_3d,dog,0.855
1809,top_model_weights_no_3d,dog,0.855
1810,top_model_weights_no_3d,dog,0.885
1811,top_model_weights_no_3d,dog,0.86
1812,top_model_weights_no_3d,dog,0.865
1813,top_model_weights_no_3d,dog,0.915
1814,top_model_weights_no_3d,dog,0.9
1815,top_model_weights_no_3d,dog,0.91
1816,top_model_weights_no_3d,dog,0.865
1817,top_model_weights_no_3d,dog,0.87
1818,top_model_weights_no_3d,dog,0.87
1819,top_model_weights_no_3d,dog,0.875
1820,top_model_weights_no_3d,dog,0.84
1821,top_model_weights_no_3d,dog,0.875
1822,top_model_weights_no_3d,dog,0.85
1823,top_model_weights_no_3d,dog,0.88
1824,top_model_weights_no_3d,dog,0.9
1825,top_model_weights_no_3d,dog,0.86
1826,top_model_weights_no_3d,dog,0.84
1827,top_model_weights_no_3d,dog,0.865
1828,top_model_weights_no_3d,dog,0.915
1829,top_model_weights_no_3d,dog,0.88
1830,top_model_weights_no_3d,dog,0.865
1831,top_model_weights_no_3d,dog,0.865
1832,top_model_weights_no_3d,dog,0.91
1833,top_model_weights_no_3d,dog,0.87
1834,top_model_weights_no_3d,dog,0.88
