,model,animal,accuracy
512,top_model_weights_with_3d_2,bear,0.715
513,top_model_weights_with_3d_2,bear,0.605
514,top_model_weights_with_3d_2,bear,0.66
515,top_model_weights_with_3d_2,bear,0.65
516,top_model_weights_with_3d_2,bear,0.65
517,top_model_weights_with_3d_2,bear,0.605
518,top_model_weights_with_3d_2,bear,0.665
519,top_model_weights_with_3d_2,bear,0.62
520,top_model_weights_with_3d_2,bear,0.685
521,top_model_weights_with_3d_2,bear,0.655
522,top_model_weights_with_3d_2,bear,0.7
523,top_model_weights_with_3d_2,bear,0.7
524,top_model_weights_with_3d_2,bear,0.675
525,top_model_weights_with_3d_2,bear,0.68
526,top_model_weights_with_3d_2,bear,0.61
527,top_model_weights_with_3d_2,bear,0.64
528,top_model_weights_with_3d_2,bear,0.66
529,top_model_weights_with_3d_2,bear,0.67
530,top_model_weights_with_3d_2,bear,0.67
531,top_model_weights_with_3d_2,bear,0.655
532,top_model_weights_with_3d_2,bear,0.605
533,top_model_weights_with_3d_2,bear,0.69
534,top_model_weights_with_3d_2,bear,0.64
535,top_model_weights_with_3d_2,bear,0.625
536,top_model_weights_with_3d_2,bear,0.61
537,top_model_weights_with_3d_2,bear,0.65
538,top_model_weights_with_3d_2,bear,0.655
539,top_model_weights_with_3d_2,bear,0.655
540,top_model_weights_with_3d_2,bear,0.62
541,top_model_weights_with_3d_2,bear,0.705
542,top_model_weights_with_3d_2,bear,0.635
543,top_model_weights_with_3d_2,bear,0.615
544,top_model_weights_with_3d_2,bear,0.62
545,top_model_weights_with_3d_2,bear,0.665
546,top_model_weights_with_3d_2,bear,0.655
547,top_model_weights_with_3d_2,bear,0.68
548,top_model_weights_with_3d_2,bear,0.635
549,top_model_weights_with_3d_2,bear,0.675
550,top_model_weights_with_3d_2,bear,0.655
551,top_model_weights_with_3d_2,bear,0.665
552,top_model_weights_with_3d_2,bear,0.66
553,top_model_weights_with_3d_2,bear,0.62
554,top_model_weights_with_3d_2,bear,0.695
555,top_model_weights_with_3d_2,bear,0.695
556,top_model_weights_with_3d_2,bear,0.685
557,top_model_weights_with_3d_2,bear,0.635
558,top_model_weights_with_3d_2,bear,0.72
559,top_model_weights_with_3d_2,bear,0.635
560,top_model_weights_with_3d_2,bear,0.61
561,top_model_weights_with_3d_2,bear,0.65
562,top_model_weights_with_3d_2,bear,0.605
563,top_model_weights_with_3d_2,bear,0.63
564,top_model_weights_with_3d_2,bear,0.66
565,top_model_weights_with_3d_2,bear,0.65
566,top_model_weights_with_3d_2,bear,0.685
567,top_model_weights_with_3d_2,bear,0.64
568,top_model_weights_with_3d_2,bear,0.64
569,top_model_weights_with_3d_2,bear,0.685
570,top_model_weights_with_3d_2,bear,0.665
571,top_model_weights_with_3d_2,bear,0.655
572,top_model_weights_with_3d_2,bear,0.68
573,top_model_weights_with_3d_2,bear,0.615
574,top_model_weights_with_3d_2,bear,0.655
575,top_model_weights_with_3d_2,bear,0.64
576,top_model_weights_with_3d_2,bear,0.65
577,top_model_weights_with_3d_2,bear,0.63
578,top_model_weights_with_3d_2,bear,0.695
579,top_model_weights_with_3d_2,bear,0.625
580,top_model_weights_with_3d_2,bear,0.655
581,top_model_weights_with_3d_2,bear,0.71
582,top_model_weights_with_3d_2,bear,0.635
583,top_model_weights_with_3d_2,bear,0.625
584,top_model_weights_with_3d_2,bear,0.675
585,top_model_weights_with_3d_2,bear,0.665
586,top_model_weights_with_3d_2,bear,0.71
587,top_model_weights_with_3d_2,bear,0.63
588,top_model_weights_with_3d_2,bear,0.615
589,top_model_weights_with_3d_2,bear,0.62
590,top_model_weights_with_3d_2,bear,0.68
591,top_model_weights_with_3d_2,bear,0.67
592,top_model_weights_with_3d_2,bear,0.645
593,top_model_weights_with_3d_2,bear,0.66
594,top_model_weights_with_3d_2,bear,0.665
595,top_model_weights_with_3d_2,bear,0.635
596,top_model_weights_with_3d_2,bear,0.66
597,top_model_weights_with_3d_2,bear,0.625
598,top_model_weights_with_3d_2,bear,0.615
599,top_model_weights_with_3d_2,bear,0.615
600,top_model_weights_with_3d_2,bear,0.64
601,top_model_weights_with_3d_2,bear,0.61
602,top_model_weights_with_3d_2,bear,0.7
603,top_model_weights_with_3d_2,bear,0.625
604,top_model_weights_with_3d_2,bear,0.66
605,top_model_weights_with_3d_2,bear,0.59
606,top_model_weights_with_3d_2,bear,0.655
607,top_model_weights_with_3d_2,bear,0.64
608,top_model_weights_with_3d_2,bear,0.675
609,top_model_weights_with_3d_2,bear,0.675
610,top_model_weights_with_3d_2,bear,0.65
611,top_model_weights_with_3d_2,bear,0.655
612,top_model_weights_with_3d_2,bear,0.645
613,top_model_weights_with_3d_2,bear,0.645
614,top_model_weights_with_3d_2,bear,0.615
615,top_model_weights_with_3d_2,bear,0.66
616,top_model_weights_with_3d_2,bear,0.735
617,top_model_weights_with_3d_2,bear,0.665
618,top_model_weights_with_3d_2,bear,0.655
619,top_model_weights_with_3d_2,bear,0.71
620,top_model_weights_with_3d_2,bear,0.62
621,top_model_weights_with_3d_2,bear,0.68
622,top_model_weights_with_3d_2,bear,0.63
623,top_model_weights_with_3d_2,bear,0.705
624,top_model_weights_with_3d_2,bear,0.645
625,top_model_weights_with_3d_2,bear,0.645
626,top_model_weights_with_3d_2,bear,0.585
627,top_model_weights_with_3d_2,bear,0.63
628,top_model_weights_with_3d_2,bear,0.6
629,top_model_weights_with_3d_2,bear,0.66
630,top_model_weights_with_3d_2,bear,0.635
631,top_model_weights_with_3d_2,bear,0.65
632,top_model_weights_with_3d_2,bear,0.7
633,top_model_weights_with_3d_2,bear,0.635
634,top_model_weights_with_3d_2,bear,0.65
635,top_model_weights_with_3d_2,bear,0.655
636,top_model_weights_with_3d_2,bear,0.63
637,top_model_weights_with_3d_2,bear,0.665
638,top_model_weights_with_3d_2,bear,0.7
639,top_model_weights_with_3d_2,bear,0.615
640,top_model_weights_with_3d_2,bear,0.665
641,top_model_weights_with_3d_2,bear,0.585
642,top_model_weights_with_3d_2,bear,0.635
643,top_model_weights_with_3d_2,bear,0.605
644,top_model_weights_with_3d_2,bear,0.695
645,top_model_weights_with_3d_2,bear,0.6
646,top_model_weights_with_3d_2,bear,0.615
647,top_model_weights_with_3d_2,bear,0.62
648,top_model_weights_with_3d_2,bear,0.63
